college_img,college_name,college_course,college_loc,college_fees,AllIndia,Open,Minority
"https://images.static-collegedunia.com/public/college_data/images/appImage/1595829786EgnColgPic.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Bharati Vidyapeeth Deemed University - [BVDU], Pune",B.Pharm ,"Pune, Maharashtra","16,000",41.23,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9753_PWCP_New.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","P Wadhwani College of  Pharmacy, Yavatmal",B.Pharm ,"Yavatmal, Maharashtra","95,000",45.12,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9396_DRBIPER_New.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Dr RG Bhoyar Institute of Pharmaceutical Education and Research, Wardha",B.Pharm ,"Wardha, Maharashtra","85,000",35.32,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9259_ASBC.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Appasaheb Birnale College of Pharmacy, Sangli",B.Pharm ,"Sangli, Maharashtra","94,000",40.84,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9968_SVPM_New.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","SVPM's College of Pharmacy  Malegaon, Pune",B.Pharm ,"Pune, Maharashtra","79,000",40.64,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9761_PSGVPMCP_New.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","PSGVP Mandal's College of Pharmacy, Nandurbar",B.Pharm ,"Nandurbar, Maharashtra","69,000",42.89,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9250_ARACOPH_APP.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Annasaheb Ramesh Ajmera College of Pharmacy, Dhule",B.Pharm ,"Dhule, Maharashtra","80,000",40.76,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/25708_app image1.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Krishna Institute of Medical Sciences University - [KIMS], Satara",B.Pharm ,"Satara, Maharashtra","1,00,000",41.24,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1508137794cvr.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Shivaji University - [SUK], Kolhapur",B.Pharm ,"Kolhapur, Maharashtra",,40.55,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1518500807mitbuilding6.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","MIT World Peace University - [MITWPU], Pune",B.Pharm ,"Pune, Maharashtra","1,95,000",40.98,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/25724_SNDTWU_New.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Shreemati Nathibai Damodar Thackersey Women's University - [SNDT], Mumbai",B.Pharm ,"Mumbai, Maharashtra",,49.87,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9364_DSBCP_APP.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Dada saheb Balpande College of Pharmacy, Nagpur",B.Pharm ,"Nagpur, Maharashtra","1,11,000",45.98,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1507196078cvr.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Mumbai Educational Trust - [MET], Mumbai",B.Pharm ,"Mumbai, Maharashtra","5,76,000",50.87,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/15808014062.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Sapkal Knowledge Hub - [SKH], Nashik",B.Pharm ,"Nashik, Maharashtra","84,500",43.95,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/57415_1.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","MET Bhujbal Knowledge City, Nashik",B.Pharm ,"Nashik, Maharashtra","1,18,500",52.98,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/15520372413993449621274199475192134100611427331473408n.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Chhatrapati Shivaji Maharaj University - [CSMU], Navi Mumbai",B.Pharm ,"Mumbai, Maharashtra","1,41,100",55.67,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1584080418yy.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","G. H. Raisoni University - [GHRU], Amravati",B.Pharm ,"Amravati, Maharashtra","1,07,000",42.88,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/28385_ANJUMANIISLAM_APP.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Smt Kashibai Navale College of Pharmacy - [SKNCOP] Kondhwa, Pune",B.Pharm ,"Pune, Maharashtra","1,40,000",45.9,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/10022_SCOPM_APP.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Dr. D.Y. Patil Vidya Pratishthan Society's, Pune",BA,"Pune, Maharashtra",,41.22,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/28148_DYPATIL.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Sanjay Ghodawat University - [SGU], Kolhapur",B.Pharm ,"Kolhapur, Maharashtra","1,05,000",44.42,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/28965_SGITMR_New.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Hiray Group of Institutes, Mumbai",B.Pharm ,"Mumbai, Maharashtra","67,770",40.21,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9202_AESCP_New.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Agnihotri College of Pharmacy, Wardha",B.Pharm ,"Wardha, Maharashtra","4,00,000",40.11,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9228_AlardPharmacycover.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Allana College of Pharmacy, Pune",B.Pharm ,"Pune, Maharashtra","1,37,000",47.65,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9239_amrut-new.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","DSTS Mandal's College of Pharmacy, Solapur",B.Pharm ,"Solapur, Maharashtra","65,000",40.21,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9363_DSTS_APP.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Dr. J. J. Magdum Pharmacy College, Kolhapur",B.Pharm ,"Kolhapur, Maharashtra","90,000",42.34,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1594970030banner2.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Dr. Vedprakash Patil Pharmacy College, Aurangabad",B.Pharm ,"Aurangabad, Maharashtra","74,000",45.37,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9428_GIPMUMBAI_APP.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Priyadarshini J.L.Chaturvedi College of Pharmacy, Nagpur",B.Pharm ,"Nagpur, Maharashtra","1,15,000",48.45,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1603437932jlccp1.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","K.T. Patil College of Pharmacy - [KTPCOP], Osmanabad",B.Pharm ,"Osmanabad, Maharashtra","98,000",44.78,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/160336122312.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Kamla Nehru College of Pharmacy, Nagpur",B.Pharm ,"Nagpur, Maharashtra","1,00,000",42.34,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1603125203201.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Nanded Pharmacy College, Nanded",B.Pharm ,"Nanded, Maharashtra","84,000",40.31,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9750_OCPPHAR_APP.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","RG Sapkal College of Pharmacy - [RGSCOP], Nashik",B.Pharm ,"Nashik, Maharashtra","98,000",42.57,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9811_RGSCP_APP.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","SVB Pharmacy of College, Thane",B.Pharm ,"Thane, Maharashtra","4,90,000",45.98,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9889_SVBPC_New.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Sahyadri College of Pharmacy, Solapur",B.Pharm ,"Solapur, Maharashtra","90,000",40.42,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1603188795build.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Samajshri Prashantdada Hiray College of Pharmacy Malegaon, Nashik",B.Pharm ,"Nashik, Maharashtra","4,08,000",62.32,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/16032834091.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Satara College of Pharmacy - [SCOP], Satara",B.Pharm ,"Satara, Maharashtra","70,000",48.91,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9937_SATARACOP_APP.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Seth Govind Raghunath Sable College of Pharmacy Saswad, Pune",B.Pharm ,"Pune, Maharashtra","1,20,000",50.34,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/16030892491.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Shree Santkrupa College of Pharmacy - [SSCOP], Satara",B.Pharm ,"Satara, Maharashtra","87,000",60.32,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/9979_SSCOP_APP.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Siddhant College of Pharmacy Sudumbare, Pune",B.Pharm ,"Pune, Maharashtra","1,00,000",40.32,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/10016_SIOP_New.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Smt Sharadchandrika Suresh Patil College of Pharmacy, Chopda",B.Pharm ,"Chopda, Maharashtra","1,05,000",60.32,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/10029_SSSCP_APP.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Sudhakarrao Naik Institute of Pharmacy, Yavatmal",B.Pharm ,"Yavatmal, Maharashtra","4,00,000",61.23,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/10122_TKCP_New.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Vidyabharti College of Pharmacy, Amravati",B.Pharm ,"Amravati, Maharashtra","3,44,000",46.87,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/10197_building.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Rajaram Shinde Degree College of Pharmacy, Ratnagiri",B.Pharm ,"Ratnagiri, Maharashtra","2,00,000",43.98,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/22010_RSDCP_New.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Datta Meghe Institute of Medical Sciences - [DMIMS], Wardha",B.Pharm ,"Wardha, Maharashtra","97,000",63.27,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/25691_DMIMSU_NEW.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Dr. Babasaheb Ambedkar Technological University - [DBATU], Lonere",B.Pharm ,"Lonere, Maharashtra",,44.23,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/25696_DBATU_New.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Gondwana University - [GU], Gadchiroli",B.Pharm ,"Gadchiroli, Maharashtra",,45.78,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1508850407cover.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","AISSMS College of Pharmacy - [AISSMS COP], Pune",B.Pharm ,"Pune, Maharashtra","1,50,000",47.87,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/159628048720191212.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Arvind Gavali College of Pharmacy, Satara",B.Pharm ,"Satara, Maharashtra","89,000",40.21,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/_Untitled.8png.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","HSNCB's Hiranandani College Of Pharmacy - [DLHHCOP], Mumbai",B.Pharm ,"Mumbai, Maharashtra","5,43,000",40.78,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/56678_3.jpeg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","SVKM'S NMIMS, School of Pharmacy & Technology Management - [SPTM], Shirpur",B.Pharm ,"Shirpur, Maharashtra","2,52,000",47.98,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/_scl.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Sandip Institute of Pharmaceutical Sciences - [SIPS], Nashik",B.Pharm ,"Nashik, Maharashtra","1,30,000",50.34,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/57285_phamCover1.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Dr. Vithalrao Vikhe Patil College of Pharmacy, Ahmed Nagar",B.Pharm ,"Nagar, Maharashtra","1,15,000",42.43,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1487078598cvr.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Sinhgad Institute of Pharmaceutical Sciences- [SIPS], Pune",B.Pharm ,"Pune, Maharashtra","1,40,000",45.11,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1487229086cvr.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Government College of Pharmacy - [GCOPA], Amravati",B.Pharm ,"Amravati, Maharashtra","24,375",47.76,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1498536670FFFFFFFFFFFF.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Indira Bahuuddeshiy Shikshan Sanstha's College of Pharmacy - [IBSSCOP], Malkapur",B.Pharm ,"Malkapur, Maharashtra","81,670",40.3,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1498543655cccc.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Shri Bhagwan College of Pharmacy, Aurangabad",B.Pharm ,"Aurangabad, Maharashtra","56,180",49.87,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1498820551vsdmnmjnsel.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","VDF School of Pharmacy, Latur",B.Pharm ,"Latur, Maharashtra","78,231",45.34,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1498883044ccccccccccccccccccccccccccc.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Oyster Institute of Pharmacy, Aurangabad",B.Pharm ,"Aurangabad, Maharashtra","70,000",50.31,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1498892674cccccaaaaaaaaaaaaaaaaaaaaaaam.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","H.K. College of Pharmacy - [HKCP], Mumbai",B.Pharm ,"Mumbai, Maharashtra","1,30,000",46.32,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1498912488dfdfdfsdfsdfds.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Government College of Pharmacy, Ratnagiri",B.Pharm ,"Ratnagiri, Maharashtra",,46.22,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1499057035CMS1482390067.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Annasaheb Dange College of B.Pharmacy - [ADCBP] Ashta, Sangli",B.Pharm ,"Sangli, Maharashtra","90,000",63.56,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1499142522campusssssssssssss.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Rajesh Bhaiyya Tope College of Pharmacy, Aurangabad",B.Pharm ,"Aurangabad, Maharashtra","78,000",54.23,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1499406447slide01.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Indira Institute of Pharmacy Sadavali, Ratnagiri",B.Pharm ,"Ratnagiri, Maharashtra","84,327",60.33,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1499411156sddddddddddddddddddd.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Shivajirao S. Jondhle College of Pharmacy, Shahapur",B.Pharm ,"Shahapur, Maharashtra","88,000",40.01,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1499418715sfrddrfdextrest.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","C. U. Shah College of Pharmacy Juhu, Mumbai",B.Pharm ,"Mumbai, Maharashtra","30,000",45.34,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1499747163sdffsdfs.png?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","MET Institute of Pharmacy - [MET IOP], Mumbai",B.Pharm ,"Mumbai, Maharashtra","5,76,000",51.23,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1500013638metcollegebuilding.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Institute of Pharmaceutical Education & Research - [IPER], Wardha",B.Pharm ,"Wardha, Maharashtra","1,10,000",52.98,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1500019190IMG15156851.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","H.R. Patel Institute of Pharmaceutical Education & Research - [HRPIPER], Shirpur",B.Pharm ,"Shirpur, Maharashtra","1,02,000",43.23,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1500031438collegephoto.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","S.N.D. College of Pharmacy, Nashik",B.Pharm ,"Nashik, Maharashtra","95,000",51.23,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1500036246campus.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","KYDSCT's College of Pharmacy, Sakegaon, Jalgaon",B.Pharm ,"Jalgaon, Maharashtra","99,000",42.24,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/1500101558slide1.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Government College of Pharmacy - [GCOPK], Karad",B.Pharm ,"Karad, Maharashtra","26,000",45.34,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/150011513038799AshokraoManePolytechnicKolhapur.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Sinhgad College of Pharmacy - [SCOP] Vadgaon, Pune",B.Pharm ,"Pune, Maharashtra","1,42,000",49.34,,
"https://images.static-collegedunia.com/public/college_data/images/appImage/150011944814493079064.jpg?tr=h-130,w-305,c-force"" height=""130px"" src=""data:image/gif;base64,R0lGODlhAQABAIAAAHd3dwAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==""/","Indira College of Pharmacy - [ICP], Pune",B.Pharm ,"Pune, Maharashtra","1,40,000",48.45,,
