pagination,comp_name,comp_role,comp_exp,comp_loc,comp_desc,mskills,cmp_skills
https://www.naukri.com/jobs-in-maharashtra-996,Deutsche Bank,Service Management Analyst,2-5 Yrs,Pune,Provide cover as per the shift rota onsite shift work to support the global function an...,"and,and","Customer,service,orientationTime,managementRelationship,buildingDiversity,and,InclusionProblem,managementIncident,managementTraining,and,DevelopmentService,Management,Analyst"
https://www.naukri.com/jobs-in-maharashtra-786,Fastest growing Indian Pharma Company,Business Executive (Medical Representative),0-5 Yrs,"Nagpur, Ghaziabad, Chennai","Visiting Customers i.e.Drs.Chemists & conveincing to generate Rxs, Inventory management...",Marketing,"Brand,Marketing,Client,Relationship,ManagementStrong,Interpersonal,SkillsBusiness,DevelopmentSales,Management"
https://www.naukri.com/jobs-in-maharashtra-1275,Ethos HR Management & Projects Pvt. Ltd,Ruby on Rails Developer,2-7 Yrs,"Pune, Ahmedabad, Bangalore/Bengaluru",Good experience of developing highly interactive applicationsProfound experience with f...,and,"jQuery,CSS,HTML,object,oriented,analysis,and,designNoSQL,JavaScript,IT,SkillsFront,End"
https://www.naukri.com/jobs-in-maharashtra-5206,Career Infosystem, Software    Engineer - .NET Core,2-5 Yrs,Mumbai,Experience implementing automated testing platforms and unit tests,-,"MS,SQL,2008MVC4Microsoft,SQL,ServerRazor,-,C#CSV,HTML,MongoDBAsp,Net"
https://www.naukri.com/jobs-in-maharashtra-4105,Accenture,React.js Application Developer,4-6 Yrs,Mumbai,Must Have Skills : React.js Professional Attributes : a: Good Communication b: Should w...,skills,"IT,SkillsTestingReact.js,HTML,CSS,JavaScript,Business,processAnalytical,skills"
https://www.naukri.com/jobs-in-maharashtra-5254,Talpro,Public Relation Officer -  Marketing    ,1-2 Yrs,Mumbai,Responsibilities :1. Develop PR campaigns and media relations strategies2. Collaborate ...,"Marketing,PR","Public,RelationsMedia,RelationsPublic,Relation,Officer,Advertising,Marketing,PR,campaigns"
https://www.naukri.com/jobs-in-maharashtra-1903,LN  Software    Solutions Private Limited, PHP   Developer Fresher,2-5 Yrs,Pune,Educational Criteria: - Post Graduation Must possess strong Problem Solving skills Shou...,and,"jQuery,Object,Oriented,and,DatabaseCore,PHP,Communication,JavaScript,MySQL,AJAX,HTML"
https://www.naukri.com/jobs-in-maharashtra-705,Whimsical Events,Lead Generation/ Telecalling,0-1 Yrs,"Noida, Mumbai",Preferably a graduate from any stream / undergraduate also welcomeMaking calls to under...,Lead,"Lead,generationTelecalling"
https://www.naukri.com/jobs-in-maharashtra-1389,Vidushi Infotech  Software    Solutions Provider Pvt.    Ltd.,Sales &  Marketing     - Business Development Manager,3-5 Yrs,Pune(Kalyani Nagar),Immediate joiners & Male candidates preferredAny graduate with MBA- Sales &  Marketing    Mi...,Marketing,"Communication,SkillsDi,GIT,al,Marketing,Business,Development,ManagementIT,SkillsCloudProject,ManagementBPOproject,management"
https://www.naukri.com/jobs-in-maharashtra-1669,BNP Paribas,Assistant Manager,3-5 Yrs,Mumbai,"Bachelor or Master Degree on Economics, Mathematics or FinanceThe team must follow inte...",Office,"Change,ManagementTrade,SupportRetail,BankingMoney,MarketFinancial,ServicesFront,OfficeFinanceBack,Office"
https://www.naukri.com/jobs-in-maharashtra-4307,Boppo Technologies Pvt. Ltd.,QA,3-6 Yrs,Mumbai,Proven work experience in  Software    quality assurance Hands-on experience with automated...,quality,"regression,testingautomated,testing,Software,quality,assuranceIT,SkillsTestingQuality,Assurance,Software,testing,Software,QA"
https://www.naukri.com/jobs-in-maharashtra-2595,AARUSH FIRE SYSTEMS PVT. LTD.,Industrial Sales Executive,1-2 Yrs,Pune,"You should be an active listener, have a compelling sales personality, and have a hunge...",Lead,"Lead,GenerationBusiness,DevelopmentsalesClient,ManagementCommunication,SkillsIndustrial,SalesClient,AcquisitionPresales"
https://www.naukri.com/jobs-in-maharashtra-1691,Accenture,Microsoft BOT Framework Application Developer,4-6 Yrs,Pune,"Project Role : Application Developer Project Role Description : Design, build and confi...",skills,"IT,SkillsPythonTestingArtificial,IntelligenceDevOpsAzureBusiness,processAnalytical,skills"
https://www.naukri.com/jobs-in-maharashtra-3985,PRISM MANPOWER SERVICES,Sr Security Engineer,4-6 Yrs,Mumbai,"Respected Candidates, We have a job opening for the post of Sr Security Engineer at IT ...",Technical,"Technical,product,configurationc++Cdesign,MySQL,JavaScript,integration,PHP,HTML"
https://www.naukri.com/jobs-in-maharashtra-5178,Manek Consulting,React Native developer,1-6 Yrs,"Mumbai, Mumbai Suburban, Navi Mumbai","Knowledge of functional or object-oriented programming well-documented, clean  Java scrip...",-,"object,-,oriented,programmingTypeScriptfunctional,JavaScript,IT,SkillsIntelliJOOPSIos,Development"
https://www.naukri.com/jobs-in-maharashtra-4593,Gifting Ideas pvt. Ltd.,Marketin Manager / Assistant Manager  Marketing    ,4-8 Yrs,"Mumbai, purulia",JOB DESCRIPTION DI GIT  AL  Marketing     Role  Marketing     - Online Sales Designation Marketin Ma...,"Marketing,Marketing,Marketing","TallyUIOnline,Marketing,Assistant,Manager,Marketing,Online,salesCorporateDi,GIT,al,Marketing,Photoshop"
https://www.naukri.com/jobs-in-maharashtra-882,Aspire Recruitment Solutions,Microsoft 365 SharePoint Online ( Software    Engineer ),2-7 Yrs,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru","Educational Qualification: Graduation degree mandatoryGraduate Degree, year of passing ...",Office,"Office,365Microsoft,365NintexPower,BIMicrosoft,365,SharePointMS,FlowsSPFx,developmentTypeScript"
https://www.naukri.com/jobs-in-maharashtra-3255,Watson Pharma Private Limited.,Customer Service Analyst III,2-6 Yrs,Mumbai,in QA / QC/RA / RD must BSc in life sciences / chemistry / biology or other relevant fi...,Marketing,"SalesNetworkingPharmaLife,sciencesCustomer,serviceService,Marketing,MS,OfficeCustomer,Service,Analyst"
https://www.naukri.com/jobs-in-maharashtra-5195,Talpro,Executive - Di GIT  al  Marketing    ,1-4 Yrs,Mumbai,Skills and experience in creative content writing Collaborate with designers to improve...,"Marketing,Marketing,Marketing","Google,AnalyticsContent,Marketing,Online,Marketing,Google,AdWords,Di,GIT,al,Marketing,SEMSEOsocial,media"
https://www.naukri.com/jobs-in-maharashtra-1589,AdElement Media Solutions Pvt. Ltd., Marketing     Analyst,1-3 Yrs,Pune,"Must be comfortable with R, Excel,  Data Analysis , and internet technologies Strong back...",Marketing,"Internet,technologies,Data,Analysis,Strong,analytical,skillsOnline,Marketing,ToolsHypothesis,TestingOnline,advertisingbig,data"
https://www.naukri.com/jobs-in-maharashtra-5192,Seven Consultancy,Female_Back office executive_Reputed Retail Industry_Vileparle_2.5LPA,1-2 Yrs,"Mumbai, Mumbai Suburban","Graduation in any filed. Knowledge of MS excel, PowerPoint, MS word Weekly off on Monda...",Office,"operation,executiveExcelNon,Voice,ProcessBack,OfficeBack,Office,Operationsback,office,executiveMs,WorldBackend,Operations"
https://www.naukri.com/jobs-in-maharashtra-2011,BHS Staffing Solutions Pvt Ltd,Telecaller,1-6 Yrs,Pune,Qualification: 12 to Graduate(only Female) Experience: 6 Months to 1 year of Experience,Marketing,"Staffing,Marketing,Agent"
https://www.naukri.com/jobs-in-maharashtra-1275,Acharya Consulting Services, Java  Full Stack Developer,3-8 Yrs,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Proficient in  Java , with a good knowledge of its ecosystems*Analytical mindset and good...",-,"object,-,oriented,programmingdebugging,Java,RESTfulJDBCMVCanalysisIT,Skills"
https://www.naukri.com/jobs-in-maharashtra-4673,Wave Infotech Solutions India Pvt. Ltd, Software    Developer (.NET),2-10 Yrs,Mumbai,"10 years of experience Required in, C#, Web applications Should be any graduate from a ...",-,"CSS,Web,API,HTML,analyticalMS,SQL,ServerObject,-,Oriented,Conceptstypescript,JavaScript"
https://www.naukri.com/jobs-in-maharashtra-2277,V P Placement,sr seo,3-8 Yrs,Pune,Ability to oversee the di GIT  al  Marketing     strategy. Devising strategies to drive online ...,"Marketing,Marketing","Social,media,Marketing,PPCEmail,Marketing,SMOMedia,strategyPharmaSocial,mediaSEO"
https://www.naukri.com/jobs-in-maharashtra-4553,Finolex,Asst. Manager/Sr. Sales Executive- All Products,1-6 Yrs,Mumbai,Asst. Manager/ Sr. Sales Executive- All Products Any Graduate 1- 6 Years Apply Here,Marketing,"Sales,Marketing,executivedistributorscustomer,profilingsales,strategymarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-3105,Times and Trends Academy,eCommerce Executive,1-3 Yrs,Pune,E Commerce Executive should have knowledge of online business of an organisation. enhan...,"and,and,of,in,of,and","We,are,currently,hiring,an,Ecommerce,Manager,who,will,be,responsible,for,managing,the,platforms,and,global,marketplaces,and,ensuring,achievement,of,annual,targets,in,terms,of,revenue,and,operating,expenses."
https://www.naukri.com/jobs-in-maharashtra-3211,VK Building Services Pvt. Ltd,PROJECT SALES- ELECTRICAL/ SR. ENGINEER,5-10 Yrs,Mumbai,Must be willing to work anywhere in IndiaMust be open to learn profiles other than his ...,Market,"Market,analysisProject,salesValue,engineeringCommercial,negotiationsBusiness,ExecutiveElectricals"
https://www.naukri.com/jobs-in-maharashtra-3605,EBIZ INFO SOLUTION PVT. LTD.,Tele  Marketing     Executive - IT,3-6 Yrs,Mumbai,Cold Calling and Lead GenerationLead ClosingMaintaining Lead and Client Data BaseClient...,Marketing,"Cold,callingLead,generationCustomer,satisfactionDatabaseAccount,managementTele,Marketing,ExecutiveIT,Executive"
https://www.naukri.com/jobs-in-maharashtra-4957,IBFW Retail Pvt Ltd,Assistant Manager Corporate Sales,2-7 Yrs,Mumbai Suburban,"As an Assistant Manager (corporate sales), you will analyze local market trends and com...",Marketing,"Negotiation,SkillsRevenue,GenerationBusiness,LeadershipCorporate,Sales,ManagementDirect,Marketing,SalesSalary,Negotiationhotel"
https://www.naukri.com/jobs-in-maharashtra-3573,VALUEDATA TECHNOLOGIES,Manages customer Proof of Concepts,2-5 Yrs,Mumbai,Manages customer Proof of Concepts Creates and delivers proposals for customers,of,"Manages,customer,Proof,of,Concepts"
https://www.naukri.com/jobs-in-maharashtra-3555,Puranik Builders Pvt. Ltd.,Asst Manager,1-3 Yrs,Thane,Executive / Sr. Executive/ Asst. Manager/ ManagerSales Thane / Full- Time VIEW DETAILS ...,Marketing,"Marketing,executivedistributorscustomer,profilingsales,strategymarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-2075,Seven Consultancy,corporate business development,5-6 Yrs,Pune,: Graduate MALE/ FEMALE JOB DETAILS 1. Increasing footfalls at the studio via means of ...,"Marketing,business,Marketing","PrintingUsageElectronic,mediaExecutive,Sales,&,Marketing,Corporate,business,developmentAtl,Marketing,budgetAdvertising"
https://www.naukri.com/jobs-in-maharashtra-1173,LeanFlo Inc,Pricing CoE Head,8-12 Yrs,Mumbai,"M.BA), preferably in business, finance or project management from a tier I college Prio...",Market,"Market,DataProject,ManagementBusiness,FinanceContinuous,ImprovementBusiness,ServicesSenior,ManagementBudgetingPricing,Strategy"
https://www.naukri.com/jobs-in-maharashtra-3917,Talent Zone Consultant,Assistant Manager Sales/,4-7 Yrs,Mumbai,Manage a Team of Outbound Telesales Executives Dedicated to Business Development Throug...,business,"TrainingOutboundFloor,managementTelesalesClient,servicingManagementNew,business,acquisitionMonitoring"
https://www.naukri.com/jobs-in-maharashtra-5514,JOBS EXPERT PRIVATE LIMITED,Director Sales//Mobile Applications//South East Asia,10-20 Yrs,Remote,The candidate should be from a  Software    selling background having good connections with...,Marketing,"South,East,AsiaProduct,SalesSAS,Marketing,Managementsales,directorAI,ML,ProjectSales,Management,Software,Sales"
https://www.naukri.com/jobs-in-maharashtra-2825,Coforge,Technical Architect,10-15 Yrs,Pune,Must Have Java  7 / 8 and related technologies with exposure to SpringBoot and Microservi...,Technical,"IT,SkillsDevOpsOracleAngularjs,JavaScript,Technical,ArchitectAnalytical,skillsJMS"
https://www.naukri.com/jobs-in-maharashtra-3563,Jobslon Consultancy,Di GIT  al  Marketing     Manager,3-6 Yrs,Mumbai,Bachelor/ Master degree in  Marketing    Utilize strong analytical ability to evaluate end-t...,"Marketing,Marketing","PPCDisplay,advertisingEmail,Marketing,Social,mediaAnalyticalOnline,Marketing,SEMCustomer,experience"
https://www.naukri.com/jobs-in-maharashtra-2875,Merkle Inc.,Strategy Sr Associate,5-6 Yrs,Pune,"Job Description: Build, develop, and deliver strategic omni-channel  Marketing     plans. Ac...",Marketing,"IT,SkillsDi,GIT,al,Marketing,Operations,management,Data,Analysis,NetworkingConsultingAccount,managementSubject,Matter,Expert"
https://www.naukri.com/jobs-in-maharashtra-2175,D Source, Marketing     Manager,6-10 Yrs,Pune,Role  Marketing     Executive Job Type Full- Time Job Timing 9:00 am To 6:00 pm Job Descript...,Marketing,"HousekeepingLead,generationTeam,leadingSales,Marketing,ExecutiveFacility,management"
https://www.naukri.com/jobs-in-maharashtra-3931,Larsen & Toubro Infotech Limited,Senior Specialist - Cloud & Infra Services,10-15 Yrs,Mumbai,ServiceNow ITSM Experience ITIL Foundation Certified Should have a clear understanding ...,and,"Incident,and,Problem,Mgmtverbal,CommunicationEvent,MgmtExcelwritten,communicationService,MgmtITSMSNOW"
https://www.naukri.com/jobs-in-maharashtra-1875,Hotstar,Disney + Hotstar - Performance  Marketing    ,2-4 Yrs,Mumbai,Google Certified Professional preferred Thorough understanding and hands-on experience ...,"Marketing,Marketing","PpcCampaign,PlanningDi,GIT,al,MediaDi,GIT,al,CampaignsDi,GIT,al,Marketing,SemWeb,Analytics,Marketing,Programs"
https://www.naukri.com/jobs-in-maharashtra-3461,Seven Consultancy,Sales Consultant,4-7 Yrs,Mumbai,MALE/ FEMALE Any graduateEXPERIENCE,Marketing,"SalesTele,Sales,ExecutiveLead,generationOutbound,salesConsultancy,Marketing,LeadInside,salesCustomer,Service,Executive"
https://www.naukri.com/jobs-in-maharashtra-2079,Toppr,Team Manager - Sales,2-7 Yrs,Pune,MBA / PGDM or BTech / BE from recognized institutesBCom or equivalent graduates from re...,Marketing,"Team,HandlingB2CSalesBankingTeam,ManagerDi,GIT,al,Marketing"
https://www.naukri.com/jobs-in-maharashtra-4113,Thinkinno Technologies Pvt. Ltd.,Di GIT  al  Marketing     Executive,1-2 Yrs,Mumbai,Closely monitor the competitors di GIT  al initiatives and good practices,"Lead,Marketing","Lead,generationSocial,mediadi,GIT,al,campaignsSEODi,GIT,al,Marketing,ExecutiveMonitoring"
https://www.naukri.com/jobs-in-maharashtra-597,PRISM MANPOWER SERVICES,Receptionist / Telephone Operator / Front Office Executive Female/male,0-3 Yrs,Navi Mumbai,Fluent English Communication. Keep front desk tidy & presentable with all necessary mat...,Office,"Front,Office,ExecutiveFront,Desk,ExecutiveTelephone,OperatorMonitoring"
https://www.naukri.com/jobs-in-maharashtra-4491,Seven Consultancy,Sr . Manager  -  Sales and  Marketing    ,8-13 Yrs,Mumbai,MALE / FEMALE Any GraduateMaintain good relationship with clientEXPERIENCE,"Marketing,Marketing,Marketing","OEM,salesOEM,Marketing,B2B,Marketing,Team,managementCustomer,serviceB2B,SalesManager,Sales,&,Marketing,Sales,management"
https://www.naukri.com/jobs-in-maharashtra-2799,mycitypune,Account Executive,3-7 Yrs,Pune,"Candidate should be B.Com. Should have knowledge of MS Office, GST, TDS and Income Tax....",Office,"TDSIncome,taxTally,ERPAccountingAccounts,ExecutiveMS,Office"
https://www.naukri.com/jobs-in-maharashtra-5469,Prodigy Recruitment  Consulting (OPC) Pvt. Ltd,Senior Area Manager- Tied Agency Channel/ APC- TOP Life Insurance Comp,10-20 Yrs,"Kolhapur, Nagpur, Hyderabad/Secunderabad",Achieving the business target Should be a Agency Sales professional with minimum of 10 ...,of,"Tied,ChannelDriving,Retail,Worksite,for,RecruitmentIMFLife,InsuranceAPCIMQuality,Recruitment,of,Sales,ManagersAgency,Business"
https://www.naukri.com/jobs-in-maharashtra-2001,V P Placement,Sales & Service Manager,4-8 Yrs,Pune,Salary2 Lac To 8 Lac P.A.IndustrySales /  Marketing    Work Experience4 - 15 YearsQualificat...,Marketing,"Project,salesTrade,Marketing,CoordinatorInstrumentationCustomer,complaintsOperationsMonitoring"
https://www.naukri.com/jobs-in-maharashtra-5304,URRI HR INDIA PVT. LTD,Executive R & D,3-6 Yrs,Kalyan/Dombivli,Experience: 3 Years to 6 YearsImplementation of Good Laboratory practice,and,"Research,and,DevelopmentR&DResearch,&,DevelopmentR,&,D"
https://www.naukri.com/jobs-in-maharashtra-5471,Talent  Corner HR Services Pvt Ltd,"Social Media Manager - Di GIT  al  Marketing     @vashi, Navimumbai",3-8 Yrs,"Mumbai, Navi Mumbai","Planning, creating and managing Social Media handles for the clients. Attending Client ...","di,Marketing,Marketing,Marketing","di,GIT,al,Marketing,Social,Media,ManagerOnline,Marketing,Campaign,ManagementSocial,Media,Marketing"
https://www.naukri.com/jobs-in-maharashtra-1223,IDESLABS PRIVATE LIMITED,ISU Technical Consultant hirings For Wipro c2h,8-13 Yrs,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Roles and Responsibilities Greetings from IDES LABS, We have openings for ISU Technical...",Technical,"ISU,Technical"
https://www.naukri.com/jobs-in-maharashtra-5258,Talent Leads HR Solutions Pvt Ltd, Marketing     Manager- PR ( Marketing     in Mutual Fund business),6-7 Yrs,Mumbai,Good People skills,"PR,Marketing,and","PR,Marketing,ManagementCreativity,and,writing,skillssocial,media"
https://www.naukri.com/jobs-in-maharashtra-720,Xponential Data and Business Services Pvt Ltd,Hiring For Research Analyst & Sr. Research Analyst,2-4 Yrs,Pune,"Employment Type: Full Time, PermanentExperience: 2 to 4 yearsLocation: PuneJob Descript...",Marketing,"Marketing,StrategyResearch,AnalysisData,Analyti,CSS,econdary,ResearchExcel,PowerpointProject,ManagementConsultingPrimary,Research"
https://www.naukri.com/jobs-in-maharashtra-2793,mycitypune,Sales Officer,1-5 Yrs,Pune,Candidate should be any graduate. Should have 1 year of experience in FMCG in area Sata...,Marketing,"Sales,Marketing,executivedistributorscustomer,profilingsales,strategymarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-2965,LinkTag Inc.,Dojo and Drools,1-6 Yrs,Pune,Position: NP: 10 days max Location: Pune Exp Level: Min 5 years Primary Skill: Dojo Min...,Technical,"Technical,product,configurationc++Cdesign,MySQL,JavaScript,integration,PHP,HTML"
https://www.naukri.com/jobs-in-maharashtra-3863,DocSuggest Healthcare Services Pvt Ltd,Graphics & Video Design,1-3 Yrs,Mumbai,Graphics & Video Design Mumbai Experience: 1 - 3 yrs Qualification: Graduate Descriptio...,"Marketing,Marketing","GraphicsGraphic,designingPDFadobe,creative,suiteSocial,media,Marketing,campaignsManager,TechnologyDi,GIT,al,Marketing"
https://www.naukri.com/jobs-in-maharashtra-1963,mycitypune,Manager/Executive-Operations,7-12 Yrs,Pune,Candidate should be any graduate. Should have 5/ 7 years experience in operation of car...,Marketing,"Marketing,executivedistributorssales,strategyBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-1401,Teleperformance,Teleperformance || International Voice Process || Malad,1-5 Yrs,"Mumbai Suburban, Mumbai (All Areas)",24 / 7 Shifts Graduate & HSC Freshers can apply for this position Hiring freshers & Exp...,Shift,"BPOvoiceCustomer,ServiceBpo,Customer,ServiceInternational,Call,CenterUS,ShiftVoice,ProcessUK,Shift"
https://www.naukri.com/jobs-in-maharashtra-4557,ICEICO Technologies Private Limited,Di GIT  al  Marketing    ,1-4 Yrs,Nagpur,#NAME?,"Marketing,Marketing","PPCIntegrated,Marketing,Team,managementSocial,mediaResearchSEODi,GIT,al,Marketing"
https://www.naukri.com/jobs-in-maharashtra-741,Robinhood Insurance Broker,Excellent Opening For Relationship Manager with  leading BFSI Company,1-5 Yrs,"Kolkata, Mumbai, Thane, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",JD- Generate sales with new/existing customer Reaching target Followup database/ leads ...,Marketing,"upsellingLead,generationBancaBrokingB2C,SalesDirect,SalesLOANSDirect,Marketing"
https://www.naukri.com/jobs-in-maharashtra-1023,Karkhana.io,Sales Manager,4-5 Yrs,"Mumbai, Bangalore/Bengaluru",Technical orientation in terms of understanding client businesses and mapping their req...,Marketing,"FabricationCastingPresentation,SkillsMachiningSheet,MetalEnterprise,SalesSales,Manager,Marketing"
https://www.naukri.com/jobs-in-maharashtra-2983,Web Werks India Pvt Ltd,International Sales,1-5 Yrs,"Mumbai, Mumbai, Pune","Having Experience of working on all Bidding Websites like getafreelancer.com, Script La...",Marketing,"erpproject,managementbidding,developmentpre,saleskey,account,managementinternational,Marketing,calling"
https://www.naukri.com/jobs-in-maharashtra-1839,UPLERS SOLUTIONS PRIVATE LIMITED,Campaign Analyst,3-8 Yrs,"Pune, Gurgaon/Gurugram, Mumbai (All Areas)",3+ years of experience in Paid Search. 2 years of experience in SA 360. Expert in Googl...,"Marketing,Marketing","Google,AdWords,Social,Media,Marketing,Search,Engine,Marketing,MarinKenshooGoogle,searchmanagementYoutube"
https://www.naukri.com/jobs-in-maharashtra-2943,Seven Consultancy,Sales and Application Engineer,5-8 Yrs,Pune,"1)Business Generation, New Customer development. 2)Supporting customers in selecting an...",Marketing,"Generationcustomer,development,Marketing,planningTechnical,salesConsultancyHRSensorsTroubleshooting"
https://www.naukri.com/jobs-in-maharashtra-1871,Hansa Research Group Pvt Ltd,Hiring Qualitative Researchers,1-6 Yrs,"Mumbai, Delhi / NCR",Roles and Responsibilities 1. Handling End to End Research Stages-Proposal Writing-Deve...,Market,"Content,AnalysisQualitative,ResearchPrimary,Market,Research"
https://www.naukri.com/jobs-in-maharashtra-4477,Dongre Technoquip Pvt. Ltd,Enterprise Sales Representative,1-6 Yrs,Mumbai,As an Enterprise Sales Associate / Executive / Manager you will introduce Dquip solutio...,Marketing,"Communication,SkillsBmmCold,CallingSocial,Media,Marketing,Sales,AssociatePart,TimeEnterprise,SalesAdvertising"
https://www.naukri.com/jobs-in-maharashtra-1949,eGain Communications,Performance Test Engineer I,2-4 Yrs,Pune,BE / B-Tech from reputed engineering colleges Good understanding of web-based applicati...,-,"communicationSQL,Queries,Java,Object,-,Oriented,ProgrammingtroubleshootinganalyticalC++HTTP"
https://www.naukri.com/jobs-in-maharashtra-2961,InfoBridge Solutions Pvt. Ltd.,iPhone/ Cocoa Developer,2-7 Yrs,"Pune, Pune","Job Description : Nature of Work Minimal supervision is expected on tasks analysis, and...",OS,"Mac,OS,XSDKiOS,4iOSCOCOAimplementsdevelopment,Java"
https://www.naukri.com/jobs-in-maharashtra-972,Wipro,Senior Executive - Communication Trainer :: Kolkata/Sarita Vihar/Pune,2-4 Yrs,"Kolkata, Pune, Sarita Vihar",Roles and Responsibilities : • New Hire Communication Training ( Class room training) •...,training,"BPOcustomer,servicetravelAccent,TrainingSoft,Skills,TrainingCommunication,TrainingVNAPre,process,training"
https://www.naukri.com/jobs-in-maharashtra-5465,Empower Recruitments,Executive Assistant,5-6 Yrs,"Thane, Navi Mumbai, Mumbai (All Areas)",Manage executives calendars and set up meetings Preferably from a consulting background,Office,"Communication,SkillsInternet,ResearchMISPresentation,SkillsTime,ManagementCalendaringMS,Office"
https://www.naukri.com/jobs-in-maharashtra-3099,IIIEM GLOBAL TRAVEL PRIVATE LIMITED,Tele Sales Executive(Female),1-2 Yrs,Pune,Contact potential or existing customers to inform them about our service Ask questions ...,Marketing,"Sales,Marketing,Communication"
https://www.naukri.com/jobs-in-maharashtra-1161,Reliance Industries Ltd,L2 Engineer ESOC Incident Management,3-8 Yrs,"Navi Mumbai, Mumbai (All Areas)",Roles and Responsibilities 1. Manage all service escalations to L2 desk raised by the c...,"of,and,of","Analytical,skillsKnowledge,of,telecom,and,technical,productsKnowledge,of,service,configurationCustomer,orientationService,orientationInterpersonal,Skills"
https://www.naukri.com/jobs-in-maharashtra-4671,Vijay Shekhar Academy Pvt Ltd,Accounts Executive/Accountant Employment,1-3 Yrs,Mumbai,"Industry: Education / Teaching / Training Functional Area: Accounts, Finance, Tax, Comp...",Market,"Market,analysisService,taxTDSCompany,SecretaryEmailCash,flow,managementMonthly,reportsAccounts,Executive"
https://www.naukri.com/jobs-in-maharashtra-4651,Labyrinth Cinematic Solutions,FX Artist,2-6 Yrs,Mumbai," Software   : Maya, Houdini, Max Experience: 2- 6 Years",Lead,"Business,AnalystsdevelopmentArchitectsSystem,Administration,HTML,Lead,DevelopersSix,SigmaPMP"
https://www.naukri.com/jobs-in-maharashtra-3107,Words Worth English Language Lab,Product Trainer - Educational  Software   ,1-6 Yrs,"Bhopal, Nagpur, Hyderabad, Lucknow, haryana,punjab",Implementing trainings in Schools and Colleges for our Train the Trainer program22 days...,Office,"Training,deliveryTrainingE-learningESPTime,managementPublic,speakingHRMS,Office"
https://www.naukri.com/jobs-in-maharashtra-1639,Bigshyft Hiring for Paytm Insider,IOS Developer,2-5 Yrs,"Mumbai, New Delhi, Bangalore/Bengaluru",Should have been part of (and preferably led and mentored) teams that have shipped some...,C,"SwiftObjective,C"
https://www.naukri.com/jobs-in-maharashtra-1033,TRH Consultancy Services,AX Functional Professional,11-15 Yrs,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Qualification: Any GraduationReview the customized code on 1 instance only,"Microsoft,Microsoft","Microsoft,Dynamics,365GR,Microsoft,Dynamics,365ISV,SolutionsIntegrationMS,DynamicsAXF&OConduct,Code,Review"
https://www.naukri.com/jobs-in-maharashtra-1533,Websites.co.in,Co-Founder -  Marketing    ,21-30 Yrs,Mumbai,"Preferably alumnus of MICA, SIMC or a having a great communications background with dem...","Marketing,Marketing,Marketing","Marketing,HeadCofounderOnline,Marketing,Campaign,ManagementStartup,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3431,Living Consumer Products Private Limited,Opening For Business Development cum Ad sales,1-6 Yrs,"Mumbai, Mumbai Suburban","An ideal person should have strong contacts with online media agencies, media buyersDig...","di,ad","di,GIT,al,ad,salesDi,GIT,al,SalesAd,SalesOnline,SalesBusiness,Developmentinternet,sales"
https://www.naukri.com/jobs-in-maharashtra-109,Faichi Solutions Pvt. Ltd., Marketing     Intern,0-1 Yrs,Pune,Position : : Market Research (NO field work/ tele sales) Duration : : 3 months Qualific...,"skills,Marketing","Analytical,skills,Marketing,InternBusiness,AnalystTelesalesMarket,researchBusiness,Executive"
https://www.naukri.com/jobs-in-maharashtra-4189,YourHostBuddy,Android Application Development,2-7 Yrs,"Mumbai, Mumbai","Job Description : Peron should have background with Android 1. 6/ 2. 0, RIM, or other m...","-,C","AndroidXMLiPhoneCObject,-,Oriented,programmingAndroid,SDKdebuggingObjective,C"
https://www.naukri.com/jobs-in-maharashtra-5484,Click HR Consultancy Services,Closing Manager Sales - Real Estate Developer - South Mumbai,10-16 Yrs,"Mumbai(Dadar), Mumbai Suburban","Closing Manager - who has worked for South Mumbai projects , ticket size 5+ CR. CTC upt...",High,"High,Rise,BuildingHNISalesHNI,SalesDirect,SalesSouth,MumbaiBusiness,DevelopmentClosing"
https://www.naukri.com/jobs-in-maharashtra-2469,Evisipro Solutions,Business Development Executive (BDE),2-7 Yrs,Pune,Candidate must be Proactive in daily work and have strong decision making ability nbspE...,Lead,"Lead,generationCold,callingCRM,ExecutiveSalesRelationshipBusiness,Development,ExecutiveCRM"
https://www.naukri.com/jobs-in-maharashtra-651,Irriion Technologies,Jr. Business Development Executive,0-1 Yrs,Nasik/Nashik,"Any Graduate, Preferred 1+ Yr experienceDocument and update CRM with daily activities a...",Marketing,"verbal,communicationCommunication,SkillsPresentation,SkillsSpoken,EnglishTeam,SkillsBusiness,Development,Marketing,Communication"
